CustomerID,Age,AnnualIncome_k,SpendingScore,PurchaseFrequency,RecencyDays,AvgOrderValue,TrueSegment,Gender,PreferredCategory,Cluster,Segment,PC1,PC2
CUST00472,37,67.1,18.6,2.0,151.0,99.12,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.3735998697541179,1.9197051881728004
CUST00129,42,95.8,92.6,24.0,6.0,139.75,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.0590443104471223,0.10410554395778215
CUST00633,34,43.7,71.5,10.0,11.0,17.34,New & Curious,Male,Home & Living,4,New & Curious,-0.429547597096321,-1.3608882921344823
CUST00521,52,75.0,19.7,4.0,152.0,74.25,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-1.1371907153047034,2.6454905139803193
CUST00065,47,91.2,88.9,26.0,3.0,155.48,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,3.29366938295673,0.4299487122342563
CUST00015,29,106.6,95.1,28.0,41.0,157.24,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,3.2502915782286723,-0.10788884036717951
CUST00157,20,55.8,48.2,11.0,55.0,61.84,Steady Regulars,Female,Home & Living,4,New & Curious,-0.6322854641867828,-0.9035630678807758
CUST00041,47,89.6,73.8,28.0,8.0,146.44,High-Value Loyalists,Other,Home & Living,2,High-Value Loyalists,2.966791510344345,0.5924645275321349
CUST00493,47,76.0,40.6,4.0,162.0,124.22,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-0.34228779396444364,2.513672140620424
CUST00380,26,37.7,49.5,4.0,90.0,45.39,Budget Browsers,Male,Home & Living,3,Budget Browsers,-1.5753337161225873,-0.5343734645118576
CUST00188,34,42.9,60.8,15.0,50.0,66.35,Steady Regulars,Female,Beauty,1,Steady Regulars,-0.08612169883857586,-0.5661118463176219
CUST00217,25,55.4,58.3,18.0,58.0,45.01,Steady Regulars,Female,Electronics,1,Steady Regulars,-0.19648031801419558,-0.971744439898461
CUST00053,37,108.0,90.6,24.0,9.0,141.44,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.1405033438416,0.06479337656883458
CUST00338,20,27.5,34.9,6.0,93.0,47.39,Budget Browsers,Female,Electronics,3,Budget Browsers,-2.0057008473743374,-0.7686972980414748
CUST00296,27,51.7,37.1,3.0,109.0,13.26,Budget Browsers,Male,Apparel,3,Budget Browsers,-2.071856833217416,-0.13694893097062763
CUST00252,36,64.5,56.5,17.0,26.0,67.34,Steady Regulars,Other,Sports,1,Steady Regulars,0.49369173806047717,-0.339519946271645
CUST00462,48,66.4,51.9,5.0,162.0,96.84,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-0.5196021785251501,2.059104674578107
CUST00456,51,46.4,16.5,9.0,165.0,65.53,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-1.5975463851902334,2.2401772512070117
CUST00648,34,37.5,78.7,9.0,9.0,55.66,New & Curious,Male,Beauty,4,New & Curious,-0.027032076960411985,-1.2882772558671904
CUST00270,32,44.1,61.2,16.0,25.0,53.47,Steady Regulars,Female,Home & Living,1,Steady Regulars,-0.02352505830654117,-1.0042976080966965
CUST00202,32,47.6,44.3,19.0,33.0,64.89,Steady Regulars,Female,Electronics,1,Steady Regulars,-0.04306852297086282,-0.5854308763954255
CUST00162,31,52.7,44.7,18.0,28.0,36.55,Steady Regulars,Male,Sports,1,Steady Regulars,-0.2960625390406862,-0.8110224584627554
CUST00556,24,65.4,55.2,5.0,16.0,52.7,New & Curious,Female,Electronics,4,New & Curious,-0.4524800326672893,-1.0051888354233218
CUST00402,38,18.4,33.4,7.0,88.0,49.52,Budget Browsers,Other,Electronics,3,Budget Browsers,-1.7737956226366183,0.07888778742417553
CUST00477,58,83.0,29.8,1.0,153.0,68.0,At-Risk / Dormant,Other,Apparel,0,At-Risk / Dormant,-0.9501989787306664,2.938682755279119
CUST00106,44,89.2,88.2,27.0,19.0,131.44,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,2.89127213425064,0.21299959624743328
CUST00566,36,29.7,62.8,12.0,24.0,18.1,New & Curious,Male,Apparel,1,Steady Regulars,-0.7548701554513984,-1.2101068000212787
CUST00390,24,48.6,43.2,8.0,100.0,8.0,Budget Browsers,Female,Beauty,3,Budget Browsers,-1.7967141384750638,-0.6262184985186244
CUST00002,41,99.2,76.4,31.0,1.0,119.72,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.9875558390467827,0.05757814210321093
CUST00607,26,52.1,66.0,8.0,1.0,24.06,New & Curious,Female,Apparel,4,New & Curious,-0.497921068752688,-1.623388634798613
CUST00562,23,27.7,42.0,11.0,37.0,51.3,New & Curious,Male,Apparel,4,New & Curious,-1.1656843335844163,-1.2702443397314487
CUST00081,40,86.2,73.6,30.0,21.0,119.83,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,2.526853912986679,0.06817655500295068
CUST00206,37,47.0,74.4,13.0,34.0,55.57,Steady Regulars,Female,Electronics,1,Steady Regulars,0.15943485813731065,-0.7491355470699812
CUST00035,47,92.3,91.8,26.0,1.0,148.4,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.3012916106235437,0.33220394331027964
CUST00509,54,61.1,18.9,0.0,137.0,103.51,At-Risk / Dormant,Other,Electronics,0,At-Risk / Dormant,-1.1532976564880053,2.6996910766859217
CUST00428,52,53.1,29.5,7.0,141.0,109.77,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-0.7096494200182067,2.306461101201199
CUST00455,41,57.9,24.7,5.0,161.0,74.42,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.5159845523733422,1.8003536838385534
CUST00367,18,39.5,41.2,9.0,101.0,23.55,Budget Browsers,Female,Sports,3,Budget Browsers,-1.8712208209897558,-0.94557406819011
CUST00092,48,93.6,86.9,25.0,26.0,150.12,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.0600100116075373,0.7384033192238755
CUST00340,35,29.3,36.6,5.0,106.0,10.9,Budget Browsers,Male,Apparel,3,Budget Browsers,-2.219255973487116,-0.0651093289174737
CUST00565,27,21.8,57.9,13.0,18.0,26.03,New & Curious,Female,Apparel,4,New & Curious,-0.9523622184147501,-1.7541418140619611
CUST00346,20,24.0,26.8,10.0,100.0,38.95,Budget Browsers,Female,Apparel,3,Budget Browsers,-2.1347822278326083,-0.7423011245337481
CUST00242,18,53.1,64.1,16.0,33.0,52.88,Steady Regulars,Male,Electronics,4,New & Curious,-0.11256166833205386,-1.6281399033288058
CUST00014,28,85.2,90.1,29.0,1.0,138.56,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,2.884594308672888,-0.898667556330277
CUST00316,20,30.6,36.8,3.0,101.0,39.07,Budget Browsers,Male,Electronics,3,Budget Browsers,-2.218216686679428,-0.6989150066807354
CUST00601,25,33.9,73.0,11.0,11.0,37.13,New & Curious,Female,Home & Living,4,New & Curious,-0.4498796593458556,-1.8878198265374957
CUST00388,26,33.2,24.3,3.0,97.0,34.32,Budget Browsers,Male,Sports,3,Budget Browsers,-2.3304046252553428,-0.21360241408297173
CUST00274,44,28.3,50.4,10.0,36.0,69.23,Steady Regulars,Female,Beauty,1,Steady Regulars,-0.5000107742443275,-0.09821558670363388
CUST00167,34,47.7,57.8,12.0,34.0,64.48,Steady Regulars,Female,Apparel,1,Steady Regulars,-0.142183176022186,-0.5771172502182405
CUST00645,18,15.0,77.6,9.0,26.0,39.1,New & Curious,Female,Beauty,4,New & Curious,-0.9758697227949853,-2.4212602996794237
CUST00485,55,73.0,24.5,4.0,142.0,78.3,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-0.9257432513067957,2.646539077910289
CUST00635,32,50.3,49.6,13.0,1.0,44.04,New & Curious,Female,Apparel,1,Steady Regulars,-0.2467361578162575,-0.9940957446551005
CUST00505,43,93.6,27.2,7.0,158.0,75.72,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-0.7031358775562347,2.314585768633131
CUST00244,25,53.4,54.8,20.0,25.0,39.81,Steady Regulars,Male,Electronics,1,Steady Regulars,-0.039449906831630216,-1.3178149180661884
CUST00567,18,38.6,83.3,6.0,14.0,39.26,New & Curious,Male,Apparel,4,New & Curious,-0.561780069389874,-2.255677301577233
CUST00563,18,59.4,64.4,16.0,9.0,32.15,New & Curious,Male,Apparel,4,New & Curious,-0.07740176936399729,-1.9174818852824151
CUST00190,26,58.2,79.5,15.0,42.0,43.99,Steady Regulars,Male,Electronics,4,New & Curious,0.18585363752678385,-1.315469197020486
CUST00476,40,87.2,33.1,7.0,150.0,78.71,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-0.6697325004313782,1.9186441777707786
CUST00511,52,84.8,19.5,0.0,138.0,107.75,At-Risk / Dormant,Male,Sports,0,At-Risk / Dormant,-0.7420552526965158,2.9431124607862205
CUST00059,44,101.2,85.2,28.0,14.0,158.84,High-Value Loyalists,Female,Sports,2,High-Value Loyalists,3.415856127232498,0.5562706620821494
CUST00475,66,74.0,43.3,6.0,181.0,74.97,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-0.5485308319743789,3.2961878933812856
CUST00561,21,41.1,65.0,12.0,33.0,30.09,New & Curious,Female,Electronics,4,New & Curious,-0.7040510789637128,-1.7473427256974317
CUST00253,30,46.2,65.1,13.0,6.0,69.52,Steady Regulars,Male,Beauty,1,Steady Regulars,0.18095088875302717,-1.168205916999795
CUST00022,40,85.2,88.0,21.0,18.0,131.56,High-Value Loyalists,Male,Sports,2,High-Value Loyalists,2.4417535858903983,0.013088668935403865
CUST00314,18,33.7,21.9,6.0,83.0,21.24,Budget Browsers,Female,Apparel,3,Budget Browsers,-2.3961603452648057,-0.8761244765753788
CUST00460,54,66.8,28.0,7.0,158.0,94.7,At-Risk / Dormant,Male,Beauty,0,At-Risk / Dormant,-0.7436970371002776,2.678568201813419
CUST00161,27,40.5,59.1,19.0,49.0,55.62,Steady Regulars,Other,Beauty,1,Steady Regulars,-0.1723300852132622,-1.0991670152491553
CUST00277,30,64.6,58.3,12.0,37.0,51.96,Steady Regulars,Male,Beauty,1,Steady Regulars,-0.0731023169130168,-0.6355813393371952
CUST00192,36,43.8,61.1,16.0,28.0,81.18,Steady Regulars,Female,Home & Living,1,Steady Regulars,0.3178582371598699,-0.5616238872607343
CUST00386,28,36.1,34.2,9.0,98.0,47.89,Budget Browsers,Male,Electronics,3,Budget Browsers,-1.6064487636189475,-0.18914949263971995
CUST00414,18,43.5,32.4,5.0,94.0,31.18,Budget Browsers,Male,Apparel,3,Budget Browsers,-2.0537650700648054,-0.7148219843693928
CUST00492,44,88.4,15.8,5.0,180.0,100.68,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-0.9558549815078811,2.880699400421731
CUST00344,30,37.9,32.0,9.0,101.0,45.35,Budget Browsers,Female,Beauty,3,Budget Browsers,-1.6292879553375672,-0.010776844477294115
CUST00309,37,29.3,41.4,5.0,103.0,47.17,Budget Browsers,Female,Electronics,3,Budget Browsers,-1.6867581310394117,0.20161687911237688
CUST00131,31,96.4,70.2,29.0,14.0,177.9,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,3.0995063325193217,0.1215067933345766
CUST00100,40,99.9,94.4,26.0,10.0,132.04,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,3.1250183765445017,-0.021982650189558986
CUST00373,24,24.1,20.6,8.0,101.0,23.21,Budget Browsers,Female,Beauty,3,Budget Browsers,-2.4624269475190737,-0.5012267880862137
CUST00088,44,97.2,100.0,27.0,8.0,125.02,High-Value Loyalists,Male,Sports,2,High-Value Loyalists,3.2404881809902433,-0.004681097524944653
CUST00459,50,71.1,21.4,3.0,148.0,109.93,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-0.8475530553488596,2.68500726625081
CUST00331,18,55.8,28.1,8.0,108.0,43.47,Budget Browsers,Other,Electronics,3,Budget Browsers,-1.7226551848302432,-0.30455709757022786
CUST00215,29,61.3,51.5,16.0,31.0,79.45,Steady Regulars,Female,Electronics,1,Steady Regulars,0.27686756787617484,-0.5481141356224196
CUST00467,41,75.6,24.2,3.0,174.0,84.15,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.3125708619688803,2.2668795352432127
CUST00122,35,77.8,99.6,33.0,1.0,128.03,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,3.1536295406444306,-0.8856845062370268
CUST00615,20,20.7,89.0,7.0,12.0,39.42,New & Curious,Male,Beauty,4,New & Curious,-0.6535727128105936,-2.507028995407067
CUST00021,52,84.3,83.0,27.0,3.0,150.62,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.1553071247457516,0.6533431709245678
CUST00072,52,72.6,87.0,30.0,1.0,161.14,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,3.3199528458384022,0.4483135407753613
CUST00107,55,110.2,71.3,27.0,1.0,127.51,High-Value Loyalists,Female,Sports,2,High-Value Loyalists,3.1842030245375037,1.1675575515245529
CUST00271,33,18.0,51.3,16.0,37.0,67.7,Steady Regulars,Female,Electronics,1,Steady Regulars,-0.5438806085987882,-0.9426473734719079
CUST00436,45,80.3,22.2,15.0,172.0,96.65,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-0.4177327441908042,2.490017028919436
CUST00103,39,120.5,82.1,32.0,4.0,130.44,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,3.563589020234236,0.24201619124636262
